開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2025-01-08,2,1,1-3-4,5-6-2,0.05926671818596833,0.0004246637617684531,119,0.9999999999999996,0.1111111111111111,0.10429615904917305
2025-01-08,2,2,4-6-5,6-4-3,0.06181285131307588,0.04087195151032189,7,1.0000000000000004,0.49206349206349204,0.7911337568864476
2025-01-08,2,3,5-4-1,4-5-3,0.060064363049231545,0.02700209801835274,8,1.0,0.49206349206349204,0.8022376107209411
2025-01-08,2,4,4-5-6,6-1-3,0.0313156717828884,0.00618593197370444,61,1.0000000000000002,0.23809523809523808,0.21242704770162102
2025-01-08,2,5,1-6-2,6-5-4,0.03732479446339601,0.0047536650833633065,71,0.9999999999999998,0.49206349206349204,0.3678810013845306
2025-01-08,2,7,1-6-2,2-4-1,0.037430020785316036,0.013294605225489423,23,1.0,0.23809523809523808,0.5373464585944212
2025-01-08,2,8,1-2-4,1-2-4,0.12490777302453178,0.12490777302453178,1,0.9999999999999999,1.0,1.0
2025-01-08,2,9,1-3-4,4-5-2,0.05837896686269986,0.0042280913599765805,60,1.0,0.23809523809523808,0.19021934003263394
2025-01-08,2,10,1-2-3,2-5-1,0.07188170057563954,0.014604573793379061,21,1.0,0.49206349206349204,0.74303112700028
2025-01-08,2,11,1-3-2,2-1-4,0.03725959563172268,0.020734612335656145,13,1.0000000000000002,0.23809523809523808,0.6467836570380316
2025-01-08,2,12,3-1-4,5-2-4,0.03976175549091986,0.0020168519036884293,96,1.0,0.1111111111111111,0.18202313589062785
2025-01-10,3,1,4-3-6,6-3-4,0.07344786441864762,0.030407734547772423,11,1.0,0.23809523809523808,0.733507507972155
2025-01-10,3,3,3-4-1,1-4-5,0.02914310271410315,0.017009590350493767,19,1.0000000000000004,0.23809523809523808,0.42259960060633583
2025-01-10,3,6,3-4-6,3-4-1,0.06681123182753693,0.06143119061478805,2,0.9999999999999999,1.0,0.9555845846620258
2025-01-10,3,7,5-3-1,5-2-3,0.021070755539503175,0.01541738570179193,20,0.9999999999999998,1.0,0.8926697812982144
2025-01-10,3,10,4-1-2,1-3-4,0.07935622240920513,0.004355340719515664,41,1.0,0.49206349206349204,0.74303112700028
2025-01-10,3,11,1-4-2,1-2-4,0.051424709739472614,0.044699754381136755,2,1.0000000000000004,1.0,0.9767388024601004
2025-01-11,4,1,4-2-3,4-2-3,0.029838551557894423,0.029838551557894423,1,1.0,1.0,1.0
2025-01-11,4,2,5-3-2,5-3-1,0.07959170524464651,0.02263237171155137,10,1.0000000000000002,1.0,0.9222730231585452
2025-01-11,4,3,6-4-3,6-2-4,0.049569718108241706,0.022231135856388206,12,0.9999999999999997,1.0,0.8926697812982144
2025-01-11,4,4,2-5-1,5-6-2,0.07434780125760457,0.012160025204331851,21,0.9999999999999994,0.49206349206349204,0.74303112700028
2025-01-11,4,5,2-1-6,2-6-1,0.02414037180080764,0.02089618442225839,5,1.0000000000000002,1.0,0.9767388024601004
2025-01-11,4,6,3-1-5,3-1-2,0.10836516463888336,0.023103323263070057,13,1.0000000000000002,1.0,0.9555845846620258
2025-01-11,4,7,1-2-3,2-6-3,0.040270870911202274,0.01953776588800818,21,0.9999999999999999,0.49206349206349204,0.4485156279184728
2025-01-11,4,8,1-4-3,1-4-3,0.07861350993051287,0.07861350993051287,1,1.0,1.0,1.0
2025-01-11,4,9,5-6-3,5-4-6,0.019081846857102867,0.014060975178190131,20,1.0000000000000002,1.0,0.8926697812982144
2025-01-11,4,10,1-3-6,2-3-6,0.04076419761314453,0.008562338248099365,40,0.9999999999999999,0.1111111111111111,0.3781841852683617
2025-01-11,4,11,4-5-2,1-5-6,0.06578526493485065,0.0032924420607775375,65,0.9999999999999998,0.015873015873015872,0.26714564692342624
2025-01-11,4,12,5-4-1,5-1-2,0.03930496470894561,0.02202330774720269,12,0.9999999999999997,1.0,0.8101809949426972
2025-01-12,5,1,1-2-3,6-4-2,0.051984185236453026,0.0032500629960342,60,1.0000000000000002,0.047619047619047616,0.254461558282564
2025-01-12,5,2,1-4-5,1-6-3,0.04400645181560735,0.012157013135620526,28,0.9999999999999997,1.0,0.759423535284292
